y,x,street_count,highway,ref,geometry,avg_minutes,15_minutes
51.2097499,6.7767607,3,crossing,,POINT (6.7767607 51.2097499),1.0,True
51.2290441,6.7528725,3,,,POINT (6.7528725 51.2290441),22.666666666666668,False
51.2225307,6.7725832,1,,,POINT (6.7725832 51.2225307),1.6666666666666667,True
51.2072441,6.8098267,3,,,POINT (6.8098267 51.2072441),21.0,False
51.2465366,6.7754362,3,,,POINT (6.7754362 51.2465366),0.3333333333333333,True
51.2058921,6.8048541,3,,,POINT (6.8048541 51.2058921),15.333333333333334,False
51.2390796,6.7348938,3,,,POINT (6.7348938 51.2390796),45.666666666666664,False
51.2024582,6.819271,1,,,POINT (6.819271 51.2024582),41.333333333333336,False
51.2229139,6.784595,3,,,POINT (6.784595 51.2229139),0.6666666666666666,True
51.2040509,6.7847023,3,bus_stop,6,POINT (6.7847023 51.2040509),1.0,True
51.2019055,6.8088585,3,,,POINT (6.8088585 51.2019055),21.0,False
51.2112347,6.7643038,3,,,POINT (6.7643038 51.2112347),6.333333333333333,True
51.2167226,6.8190596,4,crossing,,POINT (6.8190596 51.2167226),33.333333333333336,False
51.231887,6.7783124,3,,,POINT (6.7783124 51.231887),2.0,True
51.2101883,6.7948497,4,,,POINT (6.7948497 51.2101883),9.333333333333334,True
51.2358627,6.7800838,1,,,POINT (6.7800838 51.2358627),1.3333333333333333,True
51.2186389,6.7753505,3,elevator,,POINT (6.7753505 51.2186389),1.0,True
51.2224081,6.7873224,1,,,POINT (6.7873224 51.2224081),0.0,True
51.2127498,6.7515533,3,,,POINT (6.7515533 51.2127498),20.333333333333332,False
51.2403568,6.7442038,3,,,POINT (6.7442038 51.2403568),34.333333333333336,False
51.2120572,6.7912402,1,,,POINT (6.7912402 51.2120572),4.0,True
51.2141383,6.7551349,3,,,POINT (6.7551349 51.2141383),17.333333333333332,False
51.2340152,6.786108,4,,,POINT (6.786108 51.2340152),0.3333333333333333,True
51.2170445,6.7995897,3,,,POINT (6.7995897 51.2170445),9.333333333333334,True
51.2125758,6.7596771,3,,,POINT (6.7596771 51.2125758),13.0,True
51.2049787,6.778574,3,,,POINT (6.778574 51.2049787),2.0,True
51.2355191,6.8181498,3,,,POINT (6.8181498 51.2355191),32.0,False
51.2169741,6.7827203,3,,,POINT (6.7827203 51.2169741),1.0,True
51.2034917,6.8161264,3,,,POINT (6.8161264 51.2034917),39.0,False
51.2477186,6.7954922,3,,,POINT (6.7954922 51.2477186),6.333333333333333,True
51.2146752,6.7966448,1,,,POINT (6.7966448 51.2146752),10.0,True
51.2011273,6.7544198,3,,,POINT (6.7544198 51.2011273),17.0,False
51.2253059,6.7962263,3,,,POINT (6.7962263 51.2253059),9.333333333333334,True
51.2230006,6.7796008,4,,,POINT (6.7796008 51.2230006),2.3333333333333335,True
51.2308424,6.7794755,4,,,POINT (6.7794755 51.2308424),1.6666666666666667,True
51.1993637,6.8062985,3,,,POINT (6.8062985 51.1993637),21.333333333333332,False
51.2389017,6.7997707,1,,,POINT (6.7997707 51.2389017),14.666666666666666,True
51.2130359,6.7470986,4,crossing,,POINT (6.7470986 51.2130359),25.666666666666668,False
51.2419747,6.770512,4,crossing,,POINT (6.770512 51.2419747),4.666666666666667,True
51.239223,6.7695248,4,,,POINT (6.7695248 51.239223),3.6666666666666665,True
51.2229779,6.7713802,1,,,POINT (6.7713802 51.2229779),1.6666666666666667,True
51.2193965,6.8095888,3,,,POINT (6.8095888 51.2193965),24.333333333333332,False
51.2511355,6.8193152,1,,,POINT (6.8193152 51.2511355),37.666666666666664,False
51.1995367,6.8082703,3,,,POINT (6.8082703 51.1995367),23.333333333333332,False
51.2043458,6.7758758,3,,,POINT (6.7758758 51.2043458),0.6666666666666666,True
51.2271382,6.7771631,3,crossing,,POINT (6.7771631 51.2271382),1.3333333333333333,True
51.2199886,6.8146669,3,,,POINT (6.8146669 51.2199886),30.0,False
51.2315501,6.7727076,3,,3,POINT (6.7727076 51.2315501),2.3333333333333335,True
51.2122565,6.7569279,4,,,POINT (6.7569279 51.2122565),14.333333333333334,True
51.2467879,6.8135415,3,,,POINT (6.8135415 51.2467879),28.333333333333332,False
51.243848,6.7866769,1,,,POINT (6.7866769 51.243848),0.0,True
51.2201011,6.7729241,3,,,POINT (6.7729241 51.2201011),1.0,True
51.2230823,6.7756558,3,,,POINT (6.7756558 51.2230823),0.6666666666666666,True
51.2329451,6.747263,3,,,POINT (6.747263 51.2329451),26.333333333333332,False
51.2131674,6.8061838,3,,,POINT (6.8061838 51.2131674),17.666666666666668,False
51.2033359,6.7893639,3,,,POINT (6.7893639 51.2033359),1.6666666666666667,True
51.2036046,6.7731762,3,crossing,,POINT (6.7731762 51.2036046),2.0,True
51.2201127,6.803641,3,,,POINT (6.803641 51.2201127),17.666666666666668,False
51.231313,6.7374604,4,,,POINT (6.7374604 51.231313),32.666666666666664,False
51.2377519,6.7977816,1,,,POINT (6.7977816 51.2377519),10.333333333333334,True
51.2224996,6.7456585,3,,,POINT (6.7456585 51.2224996),33.333333333333336,False
51.2330378,6.8149901,1,,,POINT (6.8149901 51.2330378),27.333333333333332,False
51.2108796,6.7385362,3,bus_stop,,POINT (6.7385362 51.2108796),31.666666666666668,False
51.2029589,6.8030119,4,,,POINT (6.8030119 51.2029589),14.333333333333334,True
51.2134356,6.762655,1,,,POINT (6.762655 51.2134356),15.0,True
51.2125732,6.7976323,3,crossing,,POINT (6.7976323 51.2125732),7.333333333333333,True
51.2511489,6.7765649,3,,,POINT (6.7765649 51.2511489),1.0,True
51.1995734,6.7692136,3,,,POINT (6.7692136 51.1995734),5.333333333333333,True
51.2452323,6.7979515,1,,,POINT (6.7979515 51.2452323),11.0,True
51.2169428,6.8189418,3,,,POINT (6.8189418 51.2169428),33.333333333333336,False
51.2385763,6.751208,3,,,POINT (6.751208 51.2385763),33.0,False
51.2210909,6.7905562,3,crossing,,POINT (6.7905562 51.2210909),0.3333333333333333,True
51.230542,6.809437,3,crossing,,POINT (6.809437 51.230542),24.333333333333332,False
51.2250705,6.8004456,1,,,POINT (6.8004456 51.2250705),15.333333333333334,False
51.2432376,6.7976453,3,,,POINT (6.7976453 51.2432376),7.333333333333333,True
51.2214862,6.7824081,5,traffic_signals,,POINT (6.7824081 51.2214862),0.3333333333333333,True
51.2042797,6.7767717,4,,,POINT (6.7767717 51.2042797),1.3333333333333333,True
51.2486799,6.7463357,4,,,POINT (6.7463357 51.2486799),41.333333333333336,False
51.2089353,6.7721491,3,,,POINT (6.7721491 51.2089353),1.3333333333333333,True
51.2106224,6.7985869,3,,,POINT (6.7985869 51.2106224),9.333333333333334,True
51.2247144,6.786027,3,crossing,,POINT (6.786027 51.2247144),0.0,True
51.1987318,6.8051392,3,,,POINT (6.8051392 51.1987318),24.0,False
51.2065994,6.7727239,3,,,POINT (6.7727239 51.2065994),1.6666666666666667,True
51.2074727,6.7978005,3,,,POINT (6.7978005 51.2074727),9.333333333333334,True
51.2338117,6.7899967,4,,,POINT (6.7899967 51.2338117),0.3333333333333333,True
51.2036578,6.8155969,1,,,POINT (6.8155969 51.2036578),39.0,False
51.2365391,6.7395133,3,,,POINT (6.7395133 51.2365391),38.0,False
51.2346945,6.81634,3,,,POINT (6.81634 51.2346945),32.0,False
51.2183907,6.764446,3,,,POINT (6.764446 51.2183907),9.0,True
51.2104858,6.789696,1,,,POINT (6.789696 51.2104858),2.0,True
51.2338896,6.7891889,4,,,POINT (6.7891889 51.2338896),0.6666666666666666,True
51.2367955,6.7968653,1,,,POINT (6.7968653 51.2367955),8.0,True
51.2051168,6.7854564,3,,,POINT (6.7854564 51.2051168),0.3333333333333333,True
51.2501753,6.7753371,1,,,POINT (6.7753371 51.2501753),0.3333333333333333,True
51.2299656,6.812671,3,,,POINT (6.812671 51.2299656),28.0,False
51.2286933,6.7864555,3,,,POINT (6.7864555 51.2286933),0.3333333333333333,True
51.229598,6.8102379,3,crossing,,POINT (6.8102379 51.229598),24.666666666666668,False
51.2398189,6.7630872,3,,,POINT (6.7630872 51.2398189),24.333333333333332,False
51.2301619,6.77931,3,,,POINT (6.77931 51.2301619),1.3333333333333333,True
51.2170815,6.8064487,3,,,POINT (6.8064487 51.2170815),17.666666666666668,False
51.2322831,6.7740171,3,,,POINT (6.7740171 51.2322831),0.6666666666666666,True
51.223661,6.7732586,3,,,POINT (6.7732586 51.223661),1.3333333333333333,True
51.198456,6.7706397,3,,,POINT (6.7706397 51.198456),4.333333333333333,True
51.2494612,6.7996709,1,,,POINT (6.7996709 51.2494612),13.333333333333334,True
51.2251683,6.7819035,3,,,POINT (6.7819035 51.2251683),0.0,True
51.213186,6.7525059,3,,,POINT (6.7525059 51.213186),20.666666666666668,False
51.2001887,6.8054961,3,,,POINT (6.8054961 51.2001887),20.666666666666668,False
51.2134904,6.8182626,3,,,POINT (6.8182626 51.2134904),32.333333333333336,False
51.205247,6.8058372,3,,,POINT (6.8058372 51.205247),16.333333333333332,False
51.2120898,6.7937611,1,,,POINT (6.7937611 51.2120898),5.333333333333333,True
51.2065985,6.76496,3,,,POINT (6.76496 51.2065985),7.0,True
51.2241674,6.7955092,3,,,POINT (6.7955092 51.2241674),5.0,True
51.2505025,6.7987317,1,,,POINT (6.7987317 51.2505025),18.666666666666668,False
51.2235407,6.7830046,3,crossing,,POINT (6.7830046 51.2235407),1.0,True
51.2009832,6.7767431,3,,,POINT (6.7767431 51.2009832),1.6666666666666667,True
51.2281206,6.7919952,3,,,POINT (6.7919952 51.2281206),3.0,True
51.228472,6.7545882,4,,,POINT (6.7545882 51.228472),21.333333333333332,False
51.2508002,6.7873746,3,,,POINT (6.7873746 51.2508002),0.0,True
51.2112638,6.7595801,3,,,POINT (6.7595801 51.2112638),13.333333333333334,True
51.2120989,6.7531615,3,,,POINT (6.7531615 51.2120989),21.0,False
51.2423406,6.7737706,1,,,POINT (6.7737706 51.2423406),1.3333333333333333,True
51.2122299,6.7914552,3,,,POINT (6.7914552 51.2122299),2.0,True
51.2055748,6.736674,1,,,POINT (6.736674 51.2055748),35.666666666666664,False
51.1997851,6.7570235,3,,,POINT (6.7570235 51.1997851),15.0,True
51.251371,6.7721558,1,,,POINT (6.7721558 51.251371),2.0,True
51.2315058,6.7873843,3,,,POINT (6.7873843 51.2315058),0.0,True
51.2399377,6.74396,3,,,POINT (6.74396 51.2399377),35.666666666666664,False
51.2056629,6.8059843,1,,,POINT (6.8059843 51.2056629),16.333333333333332,False
51.2269809,6.8065584,3,,,POINT (6.8065584 51.2269809),17.666666666666668,False
51.211328,6.7958892,1,,,POINT (6.7958892 51.211328),5.666666666666667,True
51.2296445,6.8067993,3,,,POINT (6.8067993 51.2296445),21.333333333333332,False
51.2268255,6.7784449,1,,,POINT (6.7784449 51.2268255),2.6666666666666665,True
51.248645,6.8025955,1,,,POINT (6.8025955 51.248645),15.333333333333334,False
51.226511,6.7987584,3,bus_stop,1,POINT (6.7987584 51.226511),9.0,True
51.2363403,6.7963181,1,,,POINT (6.7963181 51.2363403),6.0,True
51.2139534,6.7767527,4,,,POINT (6.7767527 51.2139534),1.0,True
51.2035502,6.8056222,3,,,POINT (6.8056222 51.2035502),19.333333333333332,False
51.2089128,6.8076262,3,,,POINT (6.8076262 51.2089128),19.666666666666668,False
51.2432224,6.7466555,3,,,POINT (6.7466555 51.2432224),34.333333333333336,False
51.2193528,6.79903,3,,,POINT (6.79903 51.2193528),11.0,True
51.2013513,6.7698829,1,,,POINT (6.7698829 51.2013513),6.0,True
51.2087781,6.7748243,3,,,POINT (6.7748243 51.2087781),0.6666666666666666,True
51.2354001,6.8181095,1,,,POINT (6.8181095 51.2354001),33.0,False
51.218226,6.8119604,3,,,POINT (6.8119604 51.218226),27.0,False
51.2069136,6.7575252,3,,,POINT (6.7575252 51.2069136),14.333333333333334,True
51.2025752,6.7944946,3,,,POINT (6.7944946 51.2025752),4.333333333333333,True
51.1989075,6.7913567,1,,,POINT (6.7913567 51.1989075),2.0,True
51.2090142,6.793203,4,crossing,,POINT (6.793203 51.2090142),6.666666666666667,True
51.2033177,6.8032465,3,,,POINT (6.8032465 51.2033177),16.333333333333332,False
51.2484794,6.8157909,3,,,POINT (6.8157909 51.2484794),28.666666666666668,False
51.2251794,6.7818962,3,,,POINT (6.7818962 51.2251794),0.3333333333333333,True
51.2280344,6.7770936,4,crossing,,POINT (6.7770936 51.2280344),2.0,True
51.2301537,6.8096955,3,,,POINT (6.8096955 51.2301537),25.333333333333332,False
51.2029055,6.7947549,3,,,POINT (6.7947549 51.2029055),5.333333333333333,True
51.2131403,6.8085367,3,,,POINT (6.8085367 51.2131403),22.666666666666668,False
51.2005407,6.8083394,3,,,POINT (6.8083394 51.2005407),22.0,False
51.2080254,6.7763273,3,,,POINT (6.7763273 51.2080254),1.3333333333333333,True
51.213993,6.770369,4,,,POINT (6.770369 51.213993),2.3333333333333335,True
51.2036075,6.7676193,3,,,POINT (6.7676193 51.2036075),8.0,True
51.2199443,6.8047243,3,,,POINT (6.8047243 51.2199443),18.333333333333332,False
