index,osmid,y,x,street_count,highway,ref,geometry,avg_minutes,15_minutes
7489,1704051353,51.2214911,6.8019894,3,,,POINT (6.8019894 51.2214911),14.333333333333334,True
7225,1611989152,51.2385571,6.8153095,1,,,POINT (6.8153095 51.2385571),36.0,False
6505,1581525726,51.2442275,6.7907607,3,,,POINT (6.7907607 51.2442275),0.0,True
12620,4352179146,51.2500782,6.7853423,3,,,POINT (6.7853423 51.2500782),0.3333333333333333,True
7922,1992941442,51.2430492,6.7790182,3,,,POINT (6.7790182 51.2430492),1.0,True
6523,1582302016,51.2429613,6.7913775,3,,,POINT (6.7913775 51.2429613),1.6666666666666667,True
13291,5198194593,51.2321065,6.809198,1,,,POINT (6.809198 51.2321065),20.333333333333332,False
2832,390009537,51.2121597,6.7590821,1,,,POINT (6.7590821 51.2121597),13.0,True
5511,1515997757,51.2334737,6.7598066,3,,,POINT (6.7598066 51.2334737),14.666666666666666,True
194,29761319,51.2314765,6.7562304,4,,,POINT (6.7562304 51.2314765),14.0,True
8183,2056221840,51.2124946,6.7976741,4,crossing,,POINT (6.7976741 51.2124946),8.0,True
5851,1551598843,51.231517,6.7476131,1,,,POINT (6.7476131 51.231517),22.333333333333332,False
7896,1976865622,51.2523449,6.801141,3,,,POINT (6.801141 51.2523449),23.0,False
6587,1583952064,51.2449193,6.7878435,1,,,POINT (6.7878435 51.2449193),1.3333333333333333,True
9414,2635105038,51.1991216,6.7900067,3,,,POINT (6.7900067 51.1991216),0.6666666666666666,True
10938,3392964635,51.2265843,6.7785503,3,,,POINT (6.7785503 51.2265843),2.0,True
7614,1741890099,51.2494612,6.7996709,1,,,POINT (6.7996709 51.2494612),13.333333333333334,True
612,241783366,51.2170052,6.7928439,3,,,POINT (6.7928439 51.2170052),3.3333333333333335,True
12439,4242852821,51.2281922,6.7910222,3,,,POINT (6.7910222 51.2281922),2.6666666666666665,True
16292,8839771863,51.2461253,6.7752083,1,,,POINT (6.7752083 51.2461253),1.0,True
13730,5505270883,51.2390037,6.7539963,3,,,POINT (6.7539963 51.2390037),29.666666666666668,False
10491,3241323729,51.2041772,6.7937429,3,,,POINT (6.7937429 51.2041772),7.333333333333333,True
3978,670439544,51.2130403,6.8008861,3,,,POINT (6.8008861 51.2130403),12.333333333333334,True
478,193232466,51.2155784,6.7828065,4,traffic_signals,,POINT (6.7828065 51.2155784),0.6666666666666666,True
3695,587727270,51.2236703,6.7696578,1,,,POINT (6.7696578 51.2236703),5.0,True
7473,1700708646,51.21696,6.7828079,4,crossing,,POINT (6.7828079 51.21696),1.0,True
3789,622120691,51.24449,6.7384377,3,,,POINT (6.7384377 51.24449),44.666666666666664,False
2406,322240793,51.2040737,6.802133,3,,,POINT (6.802133 51.2040737),14.333333333333334,True
13326,5224097069,51.2234075,6.7363612,1,,,POINT (6.7363612 51.2234075),42.333333333333336,False
7995,2002333502,51.2405618,6.7851509,3,,,POINT (6.7851509 51.2405618),0.3333333333333333,True
4499,963288213,51.205031,6.7607544,1,,,POINT (6.7607544 51.205031),12.333333333333334,True
761,250219769,51.2189817,6.8068953,4,,,POINT (6.8068953 51.2189817),20.333333333333332,False
3368,534763607,51.2442391,6.7369472,1,,,POINT (6.7369472 51.2442391),45.333333333333336,False
9821,3126931695,51.2150284,6.8117836,3,,,POINT (6.8117836 51.2150284),29.0,False
6955,1599243608,51.2484824,6.8068087,1,,,POINT (6.8068087 51.2484824),20.333333333333332,False
15,25907929,51.2314484,6.7518554,3,,,POINT (6.7518554 51.2314484),18.0,False
1549,265757237,51.2165664,6.8019668,4,,,POINT (6.8019668 51.2165664),12.0,True
1512,262686300,51.2057862,6.7722776,4,,,POINT (6.7722776 51.2057862),1.6666666666666667,True
14983,7606174797,51.2038232,6.7627636,3,,,POINT (6.7627636 51.2038232),11.0,True
4176,779969395,51.2201923,6.7819221,3,,,POINT (6.7819221 51.2201923),0.0,True
16343,8942052984,51.2457803,6.7782587,3,,,POINT (6.7782587 51.2457803),2.0,True
9581,2894263466,51.2265371,6.776789,4,crossing,,POINT (6.776789 51.2265371),1.6666666666666667,True
6585,1583951447,51.2451374,6.7871412,1,,,POINT (6.7871412 51.2451374),0.0,True
4565,1051103270,51.2520047,6.8064628,3,,,POINT (6.8064628 51.2520047),28.0,False
9926,3157233886,51.2083397,6.7340448,3,,,POINT (6.7340448 51.2083397),41.0,False
9953,3172047071,51.2241347,6.7957172,3,,,POINT (6.7957172 51.2241347),6.333333333333333,True
6298,1565640083,51.2030369,6.7832683,4,,,POINT (6.7832683 51.2030369),0.6666666666666666,True
11006,3410325542,51.2497863,6.790355,3,,,POINT (6.790355 51.2497863),0.6666666666666666,True
9885,3154179140,51.2214962,6.8159719,3,,,POINT (6.8159719 51.2214962),28.666666666666668,False
3619,574654003,51.2168089,6.8012481,3,,,POINT (6.8012481 51.2168089),11.333333333333334,True
16276,8822355074,51.2245905,6.8065251,1,,,POINT (6.8065251 51.2245905),18.666666666666668,False
13807,5554786363,51.2002019,6.8085183,3,,,POINT (6.8085183 51.2002019),22.666666666666668,False
1456,257845012,51.2277176,6.7873687,3,,,POINT (6.7873687 51.2277176),0.0,True
13974,5740659020,51.2369507,6.7640789,3,,,POINT (6.7640789 51.2369507),18.666666666666668,False
6646,1586992071,51.219051,6.7715896,4,,,POINT (6.7715896 51.219051),1.6666666666666667,True
15357,7725273357,51.2464712,6.7920718,3,,,POINT (6.7920718 51.2464712),2.3333333333333335,True
7194,1608407919,51.2163356,6.7799429,1,,,POINT (6.7799429 51.2163356),2.3333333333333335,True
13377,5261012025,51.2209195,6.7875989,1,,,POINT (6.7875989 51.2209195),0.0,True
11867,3781380274,51.2195684,6.8037292,5,,,POINT (6.8037292 51.2195684),16.333333333333332,False
10570,3249752758,51.201552,6.7386023,3,,,POINT (6.7386023 51.201552),38.666666666666664,False
9596,2913007130,51.218183,6.8053372,3,,,POINT (6.8053372 51.218183),18.0,False
12810,4559226589,51.2387239,6.7355193,4,,,POINT (6.7355193 51.2387239),45.333333333333336,False
13613,5404299624,51.2313759,6.7956662,3,,,POINT (6.7956662 51.2313759),6.333333333333333,True
14620,7039528905,51.2046893,6.7819399,3,,,POINT (6.7819399 51.2046893),0.3333333333333333,True
14850,7274718608,51.2201526,6.7668773,3,,,POINT (6.7668773 51.2201526),7.666666666666667,True
827,253233837,51.2395745,6.8122145,5,,,POINT (6.8122145 51.2395745),28.0,False
239,34918988,51.2490429,6.7623435,3,,,POINT (6.7623435 51.2490429),13.333333333333334,True
13422,5287986052,51.2517279,6.8109502,3,,,POINT (6.8109502 51.2517279),30.333333333333332,False
11789,3761350877,51.2327739,6.7625137,4,crossing,,POINT (6.7625137 51.2327739),10.333333333333334,True
1122,253874627,51.2197092,6.7665365,4,,,POINT (6.7665365 51.2197092),6.666666666666667,True
374,90461112,51.2505772,6.8002729,3,,,POINT (6.8002729 51.2505772),17.666666666666668,False
14330,6468661106,51.2137118,6.8106544,3,,,POINT (6.8106544 51.2137118),23.0,False
10588,3265888489,51.1985903,6.7447319,3,,,POINT (6.7447319 51.1985903),28.333333333333332,False
13574,5391034417,51.2425201,6.7820742,3,,,POINT (6.7820742 51.2425201),0.0,True
1501,262686265,51.2065981,6.7655081,3,,,POINT (6.7655081 51.2065981),7.0,True
15966,8209602997,51.2284471,6.799326,3,,,POINT (6.799326 51.2284471),11.0,True
8945,2388480258,51.2199547,6.795067,1,,,POINT (6.795067 51.2199547),6.666666666666667,True
13867,5574748859,51.2443178,6.7831417,3,,,POINT (6.7831417 51.2443178),1.3333333333333333,True
12527,4317674531,51.2097696,6.7762247,3,,,POINT (6.7762247 51.2097696),1.3333333333333333,True
2632,339260973,51.2154585,6.7630668,3,bus_stop,4,POINT (6.7630668 51.2154585),9.333333333333334,True
7323,1627687217,51.2486581,6.7683461,3,,,POINT (6.7683461 51.2486581),10.0,True
10820,3366864038,51.2293467,6.7957808,3,crossing,,POINT (6.7957808 51.2293467),9.333333333333334,True
5076,1345674067,51.2042544,6.8152072,1,,,POINT (6.8152072 51.2042544),36.0,False
2105,283403758,51.2023556,6.8065635,3,,,POINT (6.8065635 51.2023556),18.333333333333332,False
14575,7012302398,51.2139632,6.8145363,1,,,POINT (6.8145363 51.2139632),33.666666666666664,False
8751,2310867091,51.2310627,6.7482367,1,,,POINT (6.7482367 51.2310627),24.0,False
985,253599065,51.2447426,6.780133,3,,,POINT (6.780133 51.2447426),1.0,True
12820,4559226672,51.2313835,6.7366958,3,,,POINT (6.7366958 51.2313835),33.666666666666664,False
12130,4029762518,51.2309531,6.7526226,3,,,POINT (6.7526226 51.2309531),19.0,False
14886,7374370429,51.2340935,6.8095044,3,,,POINT (6.8095044 51.2340935),22.333333333333332,False
8308,2106011087,51.2362161,6.7771521,3,,,POINT (6.7771521 51.2362161),3.0,True
11938,3790230961,51.2289938,6.8178174,4,,,POINT (6.8178174 51.2289938),31.333333333333332,False
6892,1597778214,51.235726,6.8186929,3,,,POINT (6.8186929 51.235726),31.0,False
13733,5514166828,51.2378218,6.7915511,1,,,POINT (6.7915511 51.2378218),2.6666666666666665,True
1427,257836329,51.2215581,6.7935472,4,,,POINT (6.7935472 51.2215581),3.6666666666666665,True
6988,1599931787,51.2460239,6.8191361,3,,,POINT (6.8191361 51.2460239),33.0,False
11088,3414790046,51.2206189,6.8091553,1,,,POINT (6.8091553 51.2206189),22.333333333333332,False
13143,5093052285,51.2370207,6.7768346,3,crossing,,POINT (6.7768346 51.2370207),1.3333333333333333,True
3562,573425286,51.2194441,6.7991112,1,,,POINT (6.7991112 51.2194441),11.333333333333334,True
10618,3265888881,51.2052948,6.7371737,3,,,POINT (6.7371737 51.2052948),35.333333333333336,False
917,253310398,51.2510068,6.800877,5,,,POINT (6.800877 51.2510068),18.666666666666668,False
14960,7606174545,51.2069892,6.7562247,3,,,POINT (6.7562247 51.2069892),15.333333333333334,False
9809,3123674170,51.2259059,6.8141238,1,,,POINT (6.8141238 51.2259059),26.666666666666668,False
2648,339494110,51.2018487,6.7716179,3,,,POINT (6.7716179 51.2018487),1.6666666666666667,True
1126,253875568,51.2257999,6.7767451,4,,,POINT (6.7767451 51.2257999),1.6666666666666667,True
10788,3338624264,51.2238275,6.7875528,3,crossing,,POINT (6.7875528 51.2238275),0.0,True
4317,938550176,51.2031748,6.794794,3,,,POINT (6.794794 51.2031748),7.0,True
10215,3210026478,51.208343,6.7926684,3,,,POINT (6.7926684 51.208343),3.0,True
6415,1571952946,51.2081784,6.7922818,3,,,POINT (6.7922818 51.2081784),3.3333333333333335,True
15243,7704700606,51.242216,6.7392295,3,,,POINT (6.7392295 51.242216),43.333333333333336,False
15971,8209603011,51.2297631,6.7980762,3,,,POINT (6.7980762 51.2297631),12.0,True
2251,301456335,51.2265169,6.8113788,4,crossing,,POINT (6.8113788 51.2265169),22.0,False
12127,4029449148,51.2255892,6.7773003,3,elevator,,POINT (6.7773003 51.2255892),1.6666666666666667,True
2228,296159800,51.2203129,6.8102173,4,,,POINT (6.8102173 51.2203129),23.0,False
10515,3241324238,51.2057142,6.789211,3,,,POINT (6.789211 51.2057142),0.6666666666666666,True
5037,1345665984,51.2036442,6.8191362,3,,,POINT (6.8191362 51.2036442),41.0,False
7008,1600213780,51.2415303,6.8076375,3,,,POINT (6.8076375 51.2415303),21.333333333333332,False
16039,8324676128,51.2229807,6.781703,1,,,POINT (6.781703 51.2229807),1.6666666666666667,True
11368,3488682477,51.2269873,6.8115969,1,,,POINT (6.8115969 51.2269873),22.666666666666668,False
15221,7703440503,51.231459,6.743799,3,,,POINT (6.743799 51.231459),27.0,False
9404,2630621675,51.2310931,6.7385084,3,crossing,,POINT (6.7385084 51.2310931),32.0,False
4269,938545644,51.1996374,6.7969694,4,,,POINT (6.7969694 51.1996374),12.333333333333334,True
14241,6172835317,51.2194709,6.8138766,1,,,POINT (6.8138766 51.2194709),29.333333333333332,False
8291,2095490059,51.2175852,6.7480913,3,,,POINT (6.7480913 51.2175852),43.666666666666664,False
15458,7729203914,51.2355426,6.764985,1,,,POINT (6.764985 51.2355426),16.0,False
8506,2219248433,51.2174077,6.8100796,3,,,POINT (6.8100796 51.2174077),23.333333333333332,False
13768,5538300425,51.2331227,6.80989,1,turning_circle,,POINT (6.80989 51.2331227),24.333333333333332,False
13424,5292254759,51.2385826,6.8020638,1,,,POINT (6.8020638 51.2385826),15.0,True
6677,1587141179,51.2010373,6.7556887,4,crossing,,POINT (6.7556887 51.2010373),15.666666666666666,False
12192,4081243597,51.2376351,6.7350154,3,crossing,,POINT (6.7350154 51.2376351),43.333333333333336,False
5947,1557865017,51.2341203,6.7524294,1,,,POINT (6.7524294 51.2341203),24.333333333333332,False
6774,1588444684,51.2279847,6.7924036,4,,,POINT (6.7924036 51.2279847),3.6666666666666665,True
16056,8372187955,51.2089605,6.8134821,1,,,POINT (6.8134821 51.2089605),28.666666666666668,False
14630,7039528929,51.2040027,6.7811203,3,,,POINT (6.7811203 51.2040027),0.3333333333333333,True
1492,262682813,51.1994147,6.7557329,4,,,POINT (6.7557329 51.1994147),18.333333333333332,False
4461,938653243,51.2027879,6.7998934,3,,,POINT (6.7998934 51.2027879),10.333333333333334,True
11568,3578144382,51.2210909,6.7905562,3,crossing,,POINT (6.7905562 51.2210909),0.3333333333333333,True
14121,5983825160,51.2228647,6.7538033,1,,,POINT (6.7538033 51.2228647),26.0,False
13058,4957286824,51.2134749,6.8167959,3,,,POINT (6.8167959 51.2134749),30.0,False
9513,2804548930,51.2483648,6.8129153,3,,,POINT (6.8129153 51.2483648),25.666666666666668,False
7154,1606677013,51.2264047,6.7795979,1,,,POINT (6.7795979 51.2264047),1.6666666666666667,True
8983,2388565519,51.2193771,6.794355,1,,,POINT (6.794355 51.2193771),6.0,True
7878,1968686044,51.2393413,6.7474128,1,,,POINT (6.7474128 51.2393413),34.333333333333336,False
3043,472108333,51.237173,6.7745858,3,,,POINT (6.7745858 51.237173),0.6666666666666666,True
11324,3473945377,51.2037148,6.7745932,1,,,POINT (6.7745932 51.2037148),1.0,True
12390,4233983711,51.2136118,6.7753807,1,,,POINT (6.7753807 51.2136118),1.3333333333333333,True
6017,1559430775,51.2373743,6.745441,3,,,POINT (6.745441 51.2373743),34.333333333333336,False
2541,323974981,51.2359489,6.8084294,3,,,POINT (6.8084294 51.2359489),20.0,False
353,81289298,51.2272908,6.8116166,4,traffic_signals,,POINT (6.8116166 51.2272908),23.0,False
604,241783263,51.229914,6.8075069,4,,,POINT (6.8075069 51.229914),23.0,False
971,253587680,51.2438567,6.7724395,3,,,POINT (6.7724395 51.2438567),1.0,True
5675,1524718300,51.2419076,6.7467209,3,,,POINT (6.7467209 51.2419076),36.333333333333336,False
5719,1537944170,51.2340509,6.735418,1,,,POINT (6.735418 51.2340509),39.333333333333336,False
7846,1935816792,51.2285238,6.8082104,3,,,POINT (6.8082104 51.2285238),21.0,False
12630,4354490097,51.2240045,6.7713397,3,,,POINT (6.7713397 51.2240045),2.0,True
4716,1216558918,51.2356068,6.7846456,3,,,POINT (6.7846456 51.2356068),1.6666666666666667,True
10152,3208844787,51.2220038,6.7940563,1,,,POINT (6.7940563 51.2220038),4.666666666666667,True
13917,5640139898,51.2328191,6.8172941,3,,,POINT (6.8172941 51.2328191),30.333333333333332,False
10089,3202951121,51.2228548,6.7823726,4,,,POINT (6.7823726 51.2228548),1.0,True
11165,3431995127,51.2236847,6.7953902,3,,,POINT (6.7953902 51.2236847),6.0,True
10622,3265888937,51.2059548,6.7380359,4,,,POINT (6.7380359 51.2059548),34.0,False
15135,7683891277,51.2136706,6.75421,1,,,POINT (6.75421 51.2136706),19.666666666666668,False
15067,7648288168,51.2363403,6.7963181,1,,,POINT (6.7963181 51.2363403),6.0,True
5945,1557864978,51.2337749,6.7536682,3,,,POINT (6.7536682 51.2337749),21.666666666666668,False
1715,268489085,51.2316322,6.8076391,4,,,POINT (6.8076391 51.2316322),17.333333333333332,False
10483,3241323544,51.2031691,6.794114,3,,,POINT (6.794114 51.2031691),5.0,True
4438,938653090,51.2038127,6.8026096,3,,,POINT (6.8026096 51.2038127),15.333333333333334,False
10197,3210026268,51.2066466,6.8074209,1,,,POINT (6.8074209 51.2066466),19.333333333333332,False
1338,254159464,51.2415659,6.7770718,3,,,POINT (6.7770718 51.2415659),2.3333333333333335,True
13776,5554366845,51.2097224,6.7844961,3,,,POINT (6.7844961 51.2097224),1.6666666666666667,True
4894,1281838812,51.2367335,6.7735695,1,,,POINT (6.7735695 51.2367335),1.6666666666666667,True
11212,3447019653,51.2105224,6.7953016,3,,,POINT (6.7953016 51.2105224),8.0,True
8086,2025960900,51.2125878,6.7908478,3,,,POINT (6.7908478 51.2125878),0.3333333333333333,True
1212,253906044,51.2147037,6.7684668,4,,,POINT (6.7684668 51.2147037),5.0,True
3803,634876438,51.2421008,6.7390669,1,,,POINT (6.7390669 51.2421008),43.333333333333336,False
15805,7898746766,51.2040981,6.7864201,1,,,POINT (6.7864201 51.2040981),0.3333333333333333,True
3381,534763739,51.2460372,6.7360912,3,,,POINT (6.7360912 51.2460372),43.333333333333336,False
16375,8954830098,51.2407022,6.7383006,3,traffic_signals,,POINT (6.7383006 51.2407022),40.0,False
5077,1345674070,51.2030182,6.8164464,3,,,POINT (6.8164464 51.2030182),39.333333333333336,False
8098,2028363448,51.2351324,6.7345829,5,,,POINT (6.7345829 51.2351324),40.333333333333336,False
15674,7835858852,51.229583,6.7804181,3,,,POINT (6.7804181 51.229583),1.6666666666666667,True
14776,7153786483,51.2436902,6.7386372,1,,,POINT (6.7386372 51.2436902),44.0,False
14578,7012302405,51.2132668,6.8145514,3,,,POINT (6.8145514 51.2132668),31.333333333333332,False
14329,6468661089,51.2141804,6.8101714,3,,,POINT (6.8101714 51.2141804),24.0,False
3166,483444186,51.2369032,6.7701215,3,,,POINT (6.7701215 51.2369032),3.3333333333333335,True
7326,1627687395,51.2492665,6.7759183,3,,,POINT (6.7759183 51.2492665),0.6666666666666666,True
3097,475936680,51.2419239,6.7703108,3,,,POINT (6.7703108 51.2419239),4.666666666666667,True
14334,6468661111,51.2146485,6.8076744,3,,,POINT (6.8076744 51.2146485),20.666666666666668,False
7269,1620983792,51.2184406,6.7702157,3,,,POINT (6.7702157 51.2184406),2.6666666666666665,True
15650,7817523466,51.2426182,6.7423091,3,,,POINT (6.7423091 51.2426182),40.333333333333336,False
12421,4242727041,51.2263458,6.7766434,1,,,POINT (6.7766434 51.2263458),1.3333333333333333,True
2245,300033769,51.238979,6.7461184,4,,,POINT (6.7461184 51.238979),35.0,False
15366,7725273470,51.2283792,6.7918695,1,,,POINT (6.7918695 51.2283792),3.0,True
16105,8503342510,51.2265734,6.7768088,4,,,POINT (6.7768088 51.2265734),1.6666666666666667,True
4837,1252613785,51.2386028,6.7755734,3,crossing,,POINT (6.7755734 51.2386028),1.3333333333333333,True
11408,3505920355,51.2104858,6.789696,1,,,POINT (6.789696 51.2104858),2.0,True
3635,574847048,51.216039,6.803519,4,,,POINT (6.803519 51.216039),14.666666666666666,True
64,26862248,51.2480752,6.7410821,5,,,POINT (6.7410821 51.2480752),39.666666666666664,False
8301,2095490094,51.2182056,6.7470403,3,,,POINT (6.7470403 51.2182056),43.333333333333336,False
16171,8582372467,51.219999,6.7932618,1,,,POINT (6.7932618 51.219999),4.666666666666667,True
1778,271668747,51.2325835,6.811667,4,,,POINT (6.811667 51.2325835),22.666666666666668,False
11241,3454587276,51.2358716,6.7815364,3,,,POINT (6.7815364 51.2358716),0.0,True
14278,6276109439,51.2412015,6.7430456,3,,,POINT (6.7430456 51.2412015),35.333333333333336,False
3461,568389537,51.2144751,6.8003257,3,,,POINT (6.8003257 51.2144751),12.666666666666666,True
5229,1375572918,51.2097415,6.8082087,3,,,POINT (6.8082087 51.2097415),21.333333333333332,False
5966,1557946445,51.2344458,6.7477276,3,crossing,,POINT (6.7477276 51.2344458),27.333333333333332,False
15689,7862420299,51.2230035,6.8147348,3,,,POINT (6.8147348 51.2230035),27.333333333333332,False
16361,8947333083,51.24734,6.7924154,3,,,POINT (6.7924154 51.24734),2.3333333333333335,True
1894,274813699,51.2011835,6.7619835,3,,,POINT (6.7619835 51.2011835),10.666666666666666,True
14318,6434415664,51.2438362,6.758783,3,,,POINT (6.758783 51.2438362),37.0,False
10379,3232913597,51.213972,6.7504691,3,,,POINT (6.7504691 51.213972),21.666666666666668,False
4966,1345115113,51.2026381,6.8162686,4,,,POINT (6.8162686 51.2026381),40.0,False
9955,3172047082,51.2241565,6.7956064,3,,,POINT (6.7956064 51.2241565),5.0,True
2583,336465831,51.2291044,6.7797409,3,,,POINT (6.7797409 51.2291044),1.3333333333333333,True
13803,5554786316,51.2005033,6.8083708,3,,,POINT (6.8083708 51.2005033),22.666666666666668,False
3893,663861853,51.2203614,6.8090454,1,,,POINT (6.8090454 51.2203614),22.666666666666668,False
1474,258362872,51.2213125,6.7937734,3,,,POINT (6.7937734 51.2213125),4.333333333333333,True
16354,8947333074,51.24692,6.7920328,3,,,POINT (6.7920328 51.24692),2.6666666666666665,True
3227,489339356,51.2249552,6.7965356,3,,,POINT (6.7965356 51.2249552),7.666666666666667,True
5662,1524461573,51.242564,6.7467308,3,,,POINT (6.7467308 51.242564),35.666666666666664,False
10754,3312785307,51.2238662,6.7826811,3,,,POINT (6.7826811 51.2238662),0.6666666666666666,True
1801,272812272,51.2446979,6.79628,3,,,POINT (6.79628 51.2446979),10.0,True
5101,1346176391,51.2451109,6.8149673,3,,,POINT (6.8149673 51.2451109),38.0,False
5165,1372596575,51.2089352,6.8036144,3,,,POINT (6.8036144 51.2089352),17.666666666666668,False
7670,1761118341,51.1985655,6.781382,3,,,POINT (6.781382 51.1985655),0.3333333333333333,True
4146,747175173,51.2022302,6.818812,3,,,POINT (6.818812 51.2022302),41.333333333333336,False
3946,669093719,51.2122585,6.8031038,1,,,POINT (6.8031038 51.2122585),15.666666666666666,False
15566,7770350859,51.2444128,6.812466,3,,,POINT (6.812466 51.2444128),23.0,False
2668,339507818,51.2088108,6.7595061,1,,,POINT (6.7595061 51.2088108),17.333333333333332,False
16086,8450799614,51.2277571,6.7772828,3,,,POINT (6.7772828 51.2277571),1.6666666666666667,True
14763,7139429046,51.2014519,6.7810528,3,,,POINT (6.7810528 51.2014519),0.6666666666666666,True
7309,1624659533,51.2138538,6.7796106,1,,,POINT (6.7796106 51.2138538),1.0,True
5326,1391170828,51.2074139,6.8191269,3,,,POINT (6.8191269 51.2074139),30.333333333333332,False
442,185631746,51.2192709,6.7881115,3,,,POINT (6.7881115 51.2192709),0.3333333333333333,True
3347,534763394,51.2457058,6.7334297,3,,,POINT (6.7334297 51.2457058),47.333333333333336,False
3355,534763424,51.2461312,6.7336842,3,,,POINT (6.7336842 51.2461312),46.333333333333336,False
10814,3355023976,51.2429498,6.8149483,3,,,POINT (6.8149483 51.2429498),25.0,False
16072,8416829091,51.2136075,6.7841175,3,,,POINT (6.7841175 51.2136075),1.0,True
6015,1559430683,51.2373019,6.7459366,3,,,POINT (6.7459366 51.2373019),34.333333333333336,False
14221,6172832379,51.218847,6.8158187,4,,,POINT (6.8158187 51.218847),31.0,False
2066,282022863,51.2076446,6.8103248,1,,,POINT (6.8103248 51.2076446),33.333333333333336,False
5488,1512521708,51.2265783,6.7595808,1,,,POINT (6.7595808 51.2265783),21.0,False
5349,1470717017,51.2329203,6.7795087,3,crossing,,POINT (6.7795087 51.2329203),1.3333333333333333,True
7299,1624659118,51.2129643,6.7806051,1,,,POINT (6.7806051 51.2129643),1.0,True
13433,5292254784,51.2505136,6.7982841,3,,,POINT (6.7982841 51.2505136),18.0,False
14568,7012271270,51.2128813,6.8140581,1,,,POINT (6.8140581 51.2128813),29.666666666666668,False
8404,2198214235,51.2276998,6.8108297,1,,,POINT (6.8108297 51.2276998),23.666666666666668,False
1697,268141490,51.2042858,6.8080885,3,,,POINT (6.8080885 51.2042858),21.333333333333332,False
5088,1345718514,51.2048555,6.8154214,3,,,POINT (6.8154214 51.2048555),33.333333333333336,False
14918,7579753602,51.1998683,6.7686101,1,,,POINT (6.7686101 51.1998683),4.666666666666667,True
15056,7646958608,51.2262521,6.8109492,3,,,POINT (6.8109492 51.2262521),24.333333333333332,False
10131,3205395982,51.2404214,6.7367829,3,,,POINT (6.7367829 51.2404214),42.0,False
12399,4235267151,51.225405,6.7767866,3,,,POINT (6.7767866 51.225405),2.6666666666666665,True
13242,5128919549,51.2187901,6.8161418,3,,,POINT (6.8161418 51.2187901),31.333333333333332,False
63,26853020,51.2003503,6.8117122,3,,,POINT (6.8117122 51.2003503),26.0,False
6419,1572068659,51.2400783,6.7528539,3,,,POINT (6.7528539 51.2400783),29.666666666666668,False
3308,520340188,51.2396672,6.8121783,3,,,POINT (6.8121783 51.2396672),28.0,False
7344,1629322149,51.2423988,6.7839602,3,crossing,,POINT (6.7839602 51.2423988),0.3333333333333333,True
1794,272522230,51.2371394,6.810229,3,,,POINT (6.810229 51.2371394),23.0,False
6653,1587058048,51.2222999,6.7704379,1,,,POINT (6.7704379 51.2222999),5.0,True
3602,574335870,51.2153382,6.7997885,1,,,POINT (6.7997885 51.2153382),11.333333333333334,True
4132,729819206,51.2285007,6.782628,4,,,POINT (6.782628 51.2285007),1.0,True
3138,479092429,51.239081,6.7938354,1,,,POINT (6.7938354 51.239081),5.333333333333333,True
17,25907933,51.230463,6.7513217,4,,,POINT (6.7513217 51.230463),20.0,False
13874,5576698621,51.2343617,6.8173434,3,,,POINT (6.8173434 51.2343617),32.0,False
14373,6511240348,51.2352747,6.7776921,4,crossing,,POINT (6.7776921 51.2352747),2.0,True
12974,4769915796,51.2162478,6.8036179,3,,,POINT (6.8036179 51.2162478),14.0,True
7206,1609892114,51.2274286,6.7735354,3,,,POINT (6.7735354 51.2274286),1.6666666666666667,True
5661,1524461556,51.2425313,6.7467875,3,,,POINT (6.7467875 51.2425313),36.0,False
8375,2184636877,51.2316558,6.8077461,3,,,POINT (6.8077461 51.2316558),18.0,False
2722,360840140,51.2079226,6.744359,3,,,POINT (6.744359 51.2079226),31.333333333333332,False
16470,9060192874,51.2154562,6.7639352,4,,,POINT (6.7639352 51.2154562),8.666666666666666,True
16233,8766283482,51.2030814,6.8084405,3,,,POINT (6.8084405 51.2030814),21.666666666666668,False
2899,411736179,51.1985318,6.7364323,3,,,POINT (6.7364323 51.1985318),48.333333333333336,False
8891,2371730939,51.2203622,6.7938827,3,,,POINT (6.7938827 51.2203622),5.0,True
13442,5292254793,51.2510609,6.7991799,1,,,POINT (6.7991799 51.2510609),20.666666666666668,False
6512,1581566180,51.2431655,6.7902348,4,,,POINT (6.7902348 51.2431655),0.3333333333333333,True
8294,2095490074,51.2177862,6.7472479,3,,,POINT (6.7472479 51.2177862),42.666666666666664,False
7491,1704051363,51.2215854,6.8020467,3,,,POINT (6.8020467 51.2215854),14.666666666666666,True
15437,7729025505,51.2271397,6.7770684,3,,,POINT (6.7770684 51.2271397),1.3333333333333333,True
4527,992834072,51.2192842,6.7729195,3,,,POINT (6.7729195 51.2192842),1.0,True
2329,314078852,51.1991684,6.7683675,3,,,POINT (6.7683675 51.1991684),7.333333333333333,True
11358,3486107901,51.2472706,6.7941258,1,bus_stop,,POINT (6.7941258 51.2472706),5.0,True
14836,7238462439,51.2071041,6.7889794,3,,,POINT (6.7889794 51.2071041),1.6666666666666667,True
14383,6564907140,51.2188254,6.7526752,3,,,POINT (6.7526752 51.2188254),19.0,False
7800,1884800935,51.247042,6.8030481,3,,,POINT (6.8030481 51.247042),14.666666666666666,True
7612,1741890094,51.2492457,6.7988031,4,,,POINT (6.7988031 51.2492457),11.666666666666666,True
8631,2292175076,51.2060509,6.7366979,1,,,POINT (6.7366979 51.2060509),36.0,False
