15_minutes,avg_minutes,geometry,highway,ref,street_count,x,y
False,20.33333333333333,POINT (6.8057224 51.2293416),,,3,6.8057224000000005,51.229341600000005
False,15.666666666666664,POINT (6.8028873 51.2096953),,,3,6.802887299999999,51.2096953
True,2.0,POINT (6.7776991 51.1986914),,,3,6.7776990999999995,51.1986914
True,14.333333333333336,POINT (6.7561668 51.2316309),,,4,6.756166800000001,51.2316309
True,1.3333333333333333,POINT (6.7835447 51.2253752),,,3,6.7835447,51.2253752
True,2.0,POINT (6.773114 51.2099812),,,4,6.773114,51.2099812
False,28.66666666666667,POINT (6.7460631 51.233601),,,1,6.7460631,51.233601
True,12.666666666666664,POINT (6.7975778 51.2342389),crossing,,3,6.797577799999999,51.234238899999994
True,1.0,POINT (6.7833501 51.218848),,,1,6.783350099999999,51.218848
True,13.666666666666664,POINT (6.8037965 51.2429163),,,3,6.8037965,51.2429163
False,33.0,POINT (6.8176367 51.2145437),,,1,6.8176366999999995,51.2145437
False,25.66666666666667,POINT (6.7627852 51.2403524),,,1,6.7627852,51.2403524
True,0.6666666666666666,POINT (6.7827521 51.2090358),crossing,,3,6.7827521,51.209035799999995
False,24.33333333333333,POINT (6.7483868 51.2140277),,,3,6.7483868000000005,51.2140277
True,8.0,POINT (6.7945029 51.2151194),,,3,6.794502900000001,51.2151194
True,7.333333333333332,POINT (6.7964948 51.2079154),,,3,6.7964948000000005,51.2079154
True,2.0,POINT (6.7914668 51.228394),crossing,,4,6.7914668,51.228394
True,13.666666666666664,POINT (6.8004479 51.2098461),,,3,6.800447900000001,51.2098461
True,2.0,POINT (6.7773831 51.2297742),crossing,,4,6.777383099999999,51.2297742
False,30.0,POINT (6.8180516 51.2284417),,,1,6.8180516,51.228441700000005
True,8.0,POINT (6.763876 51.2119782),,,3,6.763876,51.2119782
True,9.0,POINT (6.7969115 51.2456905),,,3,6.7969115,51.2456905
False,25.33333333333333,POINT (6.8128843 51.2458833),,,3,6.8128842999999994,51.245883299999996
False,31.0,POINT (6.8190473 51.2283473),,,3,6.8190473,51.2283473
True,12.0,POINT (6.8003553 51.203335),,,3,6.8003553,51.203334999999996
False,37.0,POINT (6.817504 51.2392702),,,1,6.817504,51.23927020000001
True,2.6666666666666665,POINT (6.7771679 51.1998989),,,3,6.7771679,51.1998989
True,7.0,POINT (6.7657428 51.2165215),,,3,6.7657428,51.216521500000006
True,2.333333333333333,POINT (6.7777768 51.2327355),,,3,6.7777768,51.2327355
False,20.666666666666668,POINT (6.8092212 51.2049749),,,1,6.8092212,51.2049749
True,1.3333333333333333,POINT (6.7830217 51.2436633),,,1,6.783021700000001,51.243663299999994
True,2.333333333333333,POINT (6.7925979 51.2055865),,,4,6.7925979000000005,51.2055865
False,23.33333333333333,POINT (6.8112583 51.2452562),,,1,6.8112582999999995,51.2452562
True,11.333333333333336,POINT (6.8016822 51.2111316),,,3,6.8016822,51.2111316
True,2.0,POINT (6.7916641 51.2313658),,,3,6.7916641,51.2313658
False,16.333333333333332,POINT (6.7550509 51.2119793),,,1,6.7550509000000005,51.211979299999996
False,22.66666666666667,POINT (6.8114658 51.2269688),,,1,6.8114658,51.226968799999995
True,13.666666666666664,POINT (6.8019003 51.2087559),,,3,6.8019003,51.2087559
False,19.33333333333333,POINT (6.8019141 51.2502371),,,5,6.8019141,51.25023710000001
True,0.0,POINT (6.7873627 51.2427262),crossing,,3,6.787362700000001,51.24272620000001
True,14.666666666666664,POINT (6.8013712 51.230676),crossing,,3,6.8013712,51.230676
True,7.666666666666668,POINT (6.7654742 51.2200316),,,3,6.7654742,51.2200316
True,0.3333333333333333,POINT (6.7881801 51.2422137),,,3,6.788180099999999,51.24221370000001
False,27.33333333333333,POINT (6.7505573 51.2355697),,,4,6.7505573000000005,51.235569700000006
False,35.333333333333336,POINT (6.7448244 51.2376074),,,1,6.744824400000001,51.237607399999995
True,0.3333333333333333,POINT (6.7854132 51.2045874),,,3,6.7854132,51.2045874
True,1.3333333333333333,POINT (6.7843786 51.2268719),,,3,6.784378599999999,51.2268719
True,0.6666666666666666,POINT (6.7887972 51.2340172),,,3,6.788797200000001,51.234017200000004
True,0.0,POINT (6.7872973 51.2126566),,,3,6.7872973,51.2126566
True,3.0,POINT (6.7705317 51.1997324),,,4,6.770531699999999,51.199732399999995
True,5.333333333333333,POINT (6.7940987 51.2196804),,,1,6.794098700000001,51.2196804
False,23.0,POINT (6.8113323 51.2273129),crossing,,3,6.8113323,51.227312899999994
True,15.0,POINT (6.7995369 51.2392168),,,1,6.7995369000000005,51.239216799999994
True,1.0,POINT (6.7829457 51.2443396),,,3,6.782945699999999,51.2443396
False,27.33333333333333,POINT (6.7482403 51.2212832),,,3,6.748240299999999,51.2212832
True,9.333333333333334,POINT (6.7947241 51.2102563),,,3,6.7947241,51.2102563
True,2.6666666666666665,POINT (6.7919471 51.2200333),,,3,6.791947099999999,51.2200333
False,28.0,POINT (6.8145181 51.248781),,,3,6.8145181,51.248781
False,45.33333333333334,POINT (6.7337157 51.2379392),,,3,6.7337157,51.23793920000001
False,20.33333333333333,POINT (6.8077822 51.2026632),,,4,6.8077822,51.2026632
True,10.666666666666666,POINT (6.7614859 51.2159687),,,3,6.761485899999999,51.215968700000005
False,35.333333333333336,POINT (6.8163216 51.2044155),,,3,6.8163216,51.2044155
False,26.0,POINT (6.8147125 51.2082785),,,3,6.8147125,51.2082785
False,31.0,POINT (6.739816 51.230394),,,3,6.739816,51.230394
True,14.333333333333336,POINT (6.7637684 51.2284063),,,3,6.763768400000001,51.228406299999996
False,18.33333333333333,POINT (6.8011241 51.2502267),,,3,6.801124099999999,51.250226700000006
False,16.333333333333332,POINT (6.8044775 51.2022133),,,3,6.804477499999999,51.2022133
True,0.0,POINT (6.7823796 51.2157003),,,3,6.7823796000000005,51.215700299999995
False,27.33333333333333,POINT (6.7534992 51.2257004),,,3,6.7534992,51.225700399999994
True,0.6666666666666666,POINT (6.7883128 51.2054744),,,3,6.7883128,51.2054744
False,20.33333333333333,POINT (6.7543005 51.198982),,,3,6.7543005,51.198982
True,1.0,POINT (6.7834769 51.2301949),,,3,6.7834769,51.230194899999994
False,27.66666666666667,POINT (6.8107649 51.2013456),,,1,6.810764900000001,51.2013456
True,0.3333333333333333,POINT (6.7812096 51.2304326),,,3,6.781209599999999,51.2304326
False,33.666666666666664,POINT (6.7422928 51.22173),,,3,6.7422928,51.22173
False,29.33333333333333,POINT (6.815111 51.1997047),,,3,6.815111,51.199704700000005
False,37.0,POINT (6.8152879 51.2443594),,,3,6.8152879,51.2443594
False,39.333333333333336,POINT (6.7354578 51.2351161),,,3,6.7354578,51.2351161
False,43.66666666666666,POINT (6.7351665 51.2377053),,,4,6.735166499999999,51.237705299999995
False,21.0,POINT (6.8086912 51.2011276),,,3,6.808691199999999,51.2011276
True,0.3333333333333333,POINT (6.7858734 51.2452171),,,4,6.7858734,51.245217100000005
True,1.3333333333333333,POINT (6.7757285 51.2138842),,,1,6.7757285000000005,51.2138842
True,0.6666666666666666,POINT (6.7763046 51.2140216),,,1,6.7763046000000005,51.2140216
False,22.0,POINT (6.7507489 51.2132399),crossing,,3,6.7507489000000005,51.2132399
True,1.0,POINT (6.7735157 51.2167454),,,3,6.773515700000001,51.21674539999999
False,19.33333333333333,POINT (6.801114 51.2510529),crossing,,4,6.801114,51.2510529
True,5.0,POINT (6.7941585 51.220288),,,4,6.794158500000001,51.220288000000004
True,0.3333333333333333,POINT (6.7881109 51.2264656),,,3,6.7881108999999995,51.226465600000004
True,0.0,POINT (6.7873653 51.2428603),crossing,,3,6.787365299999999,51.2428603
False,22.0,POINT (6.7480002 51.231673),crossing,,4,6.748000200000001,51.231673
True,0.6666666666666666,POINT (6.78657 51.222729),,,4,6.786569999999999,51.222729
True,2.333333333333333,POINT (6.7789659 51.2366592),,,3,6.7789659,51.2366592
False,20.666666666666668,POINT (6.8081035 51.2089909),,,3,6.8081035000000005,51.208990899999996
True,1.3333333333333333,POINT (6.7730563 51.2072062),,,3,6.7730562999999995,51.2072062
True,2.333333333333333,POINT (6.7910836 51.2282753),,,3,6.791083599999999,51.2282753
True,0.3333333333333333,POINT (6.7876713 51.2241755),traffic_signals,,3,6.7876713,51.2241755
False,24.0,POINT (6.8120553 51.2226485),,,3,6.8120553,51.2226485
True,1.0,POINT (6.7827707 51.2230163),,,4,6.7827706999999995,51.2230163
False,30.33333333333333,POINT (6.8154781 51.21976),,,3,6.8154781,51.21976
True,13.333333333333336,POINT (6.8017052 51.2211058),,,4,6.8017052,51.2211058
False,33.333333333333336,POINT (6.8174466 51.2147503),,,3,6.8174466,51.2147503
True,1.3333333333333333,POINT (6.7887924 51.2322715),,,3,6.7887924,51.2322715
True,0.6666666666666666,POINT (6.7753234 51.2188558),,,3,6.7753233999999996,51.21885579999999
False,39.333333333333336,POINT (6.8160319 51.2029029),,,3,6.8160319000000005,51.2029029
False,29.0,POINT (6.7492825 51.2273499),,,3,6.7492825,51.2273499
True,13.666666666666664,POINT (6.8033173 51.2162776),crossing,,4,6.8033173,51.2162776
True,11.0,POINT (6.8009162 51.2358492),,,3,6.8009162,51.235849200000004
True,6.333333333333332,POINT (6.7950643 51.2028269),,,3,6.7950643,51.2028269
True,1.6666666666666667,POINT (6.7719096 51.2436125),,,4,6.771909599999999,51.2436125
False,41.66666666666666,POINT (6.7464569 51.2488202),,,3,6.7464569,51.248820200000004
False,28.0,POINT (6.7561464 51.2400912),,,3,6.7561464,51.2400912
True,6.0,POINT (6.7701993 51.2474909),,,1,6.7701993,51.247490899999995
True,0.0,POINT (6.7856891 51.2179187),,,4,6.7856891,51.217918700000006
False,25.66666666666667,POINT (6.8109493 51.2262264),,,1,6.8109493,51.226226399999994
True,4.666666666666667,POINT (6.7931697 51.219927),,,1,6.7931697,51.219927
False,16.666666666666668,POINT (6.753704 51.2008263),,,3,6.753703999999999,51.200826299999996
False,26.33333333333333,POINT (6.8122982 51.2000929),,,3,6.812298200000001,51.2000929
True,1.0,POINT (6.7845522 51.2522176),,,1,6.784552199999999,51.2522176
False,33.0,POINT (6.7478527 51.2398269),,,3,6.7478527,51.2398269
True,8.0,POINT (6.7641767 51.2475432),,,3,6.764176700000001,51.2475432
False,31.0,POINT (6.8153961 51.2188204),,,3,6.815396099999999,51.2188204
False,21.33333333333333,POINT (6.8086108 51.2013214),,,3,6.808610799999999,51.2013214
True,0.6666666666666666,POINT (6.7837679 51.228509),,,3,6.7837679,51.228509
True,1.6666666666666667,POINT (6.7777956 51.2408942),crossing,,4,6.777795599999999,51.24089420000001
True,9.666666666666666,POINT (6.7974603 51.2031453),,,3,6.7974603,51.203145299999996
False,27.33333333333333,POINT (6.7461803 51.2129523),,,1,6.7461803,51.2129523
True,13.333333333333336,POINT (6.800405 51.2120813),,,1,6.8004050000000005,51.212081299999994
True,13.0,POINT (6.7575884 51.2316382),,,3,6.7575884,51.231638200000006
False,33.666666666666664,POINT (6.7450968 51.22278),,,4,6.7450968,51.22278
False,27.0,POINT (6.8147074 51.2276245),,,3,6.8147074000000005,51.2276245
True,10.333333333333334,POINT (6.7655122 51.2086676),,,1,6.7655122,51.208667600000005
True,6.0,POINT (6.7949959 51.2224675),crossing,,4,6.7949959,51.2224675
True,2.333333333333333,POINT (6.7773426 51.2075476),,,3,6.777342599999999,51.207547600000005
False,16.0,POINT (6.8020579 51.2188639),,,4,6.802057899999999,51.218863899999995
True,1.0,POINT (6.7762942 51.208673),,,4,6.7762942,51.208673
False,16.666666666666668,POINT (6.8047196 51.2022099),,,3,6.804719599999999,51.2022099
False,34.0,POINT (6.8193252 51.2164792),crossing,,3,6.819325200000001,51.2164792
True,7.333333333333332,POINT (6.7971159 51.217137),,,3,6.7971159,51.217137
False,32.0,POINT (6.7471776 51.2362096),,,3,6.7471776,51.2362096
True,3.333333333333333,POINT (6.7935832 51.2057732),,,3,6.7935832,51.2057732
True,6.666666666666668,POINT (6.7670402 51.2180035),,,3,6.7670402,51.218003499999995
True,0.6666666666666666,POINT (6.7901052 51.199481),,,4,6.790105199999999,51.199481
True,2.6666666666666665,POINT (6.7729531 51.2029199),,,3,6.7729531000000005,51.2029199
True,0.0,POINT (6.7900557 51.2429561),crossing,,3,6.7900557,51.2429561
False,37.66666666666666,POINT (6.8148449 51.2038787),,,3,6.814844900000001,51.203878700000004
False,15.333333333333336,POINT (6.7672678 51.220855),,,3,6.7672678,51.220855
True,4.0,POINT (6.7694178 51.2465197),,,3,6.7694178,51.24651970000001
True,1.0,POINT (6.7820223 51.2229955),,,3,6.7820222999999995,51.2229955
True,0.0,POINT (6.7823939 51.2088375),,,4,6.7823939,51.2088375
True,13.333333333333336,POINT (6.7999822 51.2006717),,,3,6.7999822,51.2006717
True,1.6666666666666667,POINT (6.7800857 51.2272272),,,4,6.780085700000001,51.22722720000001
True,1.3333333333333333,POINT (6.7784825 51.2197798),crossing,,4,6.7784825,51.2197798
False,41.333333333333336,POINT (6.817974 51.2024528),,,1,6.817974,51.202452799999996
True,4.0,POINT (6.7929876 51.2161544),,,3,6.792987599999999,51.2161544
True,2.0,POINT (6.77698 51.2202162),,,3,6.77698,51.2202162
True,14.333333333333336,POINT (6.8032488 51.216642),,,3,6.8032487999999995,51.216642
False,21.0,POINT (6.7976176 51.2515616),,,3,6.797617599999999,51.2515616
False,28.33333333333333,POINT (6.7442567 51.2329804),,,1,6.744256699999999,51.2329804
False,15.333333333333336,POINT (6.8029971 51.2383652),,,5,6.802997099999999,51.2383652
True,12.0,POINT (6.8004906 51.2017474),,,3,6.8004906,51.2017474
False,46.0,POINT (6.7346957 51.1991091),,,1,6.7346957,51.1991091
True,11.0,POINT (6.7687019 51.2516446),,,3,6.7687019,51.2516446
True,13.0,POINT (6.7977235 51.200255),,,3,6.7977235,51.200255
True,1.0,POINT (6.7747165 51.2275226),,,3,6.774716499999999,51.2275226
True,14.333333333333336,POINT (6.8032105 51.2118907),,,3,6.8032105,51.2118907
True,2.333333333333333,POINT (6.7758058 51.2031073),,,1,6.7758058000000005,51.2031073
False,23.33333333333333,POINT (6.8120725 51.2316812),,,3,6.8120725,51.231681200000004
True,0.0,POINT (6.787169 51.1986007),,,3,6.7871690000000005,51.19860070000001
True,8.666666666666666,POINT (6.7966277 51.2069306),,,3,6.7966277,51.20693060000001
True,1.3333333333333333,POINT (6.7721252 51.2089322),,,3,6.7721252000000005,51.20893220000001
False,25.33333333333333,POINT (6.8154288 51.2433924),,,3,6.8154288,51.2433924
True,14.333333333333336,POINT (6.8005182 51.2293225),crossing,,4,6.8005182,51.229322499999995
True,2.0,POINT (6.7716835 51.2367541),,,3,6.771683500000001,51.236754100000006
False,16.0,POINT (6.803248 51.2146774),,,3,6.803248,51.2146774
False,21.66666666666667,POINT (6.7484214 51.2314223),,,3,6.748421400000001,51.2314223
True,0.0,POINT (6.7863999 51.2034581),,,3,6.786399900000001,51.2034581
True,4.666666666666667,POINT (6.7938125 51.2077656),,,3,6.7938125,51.2077656
False,35.666666666666664,POINT (6.7449452 51.2209306),,,3,6.7449452,51.2209306
True,15.0,POINT (6.8034014 51.2152327),,,3,6.803401400000001,51.2152327
True,4.666666666666667,POINT (6.7688342 51.2170023),,,3,6.768834200000001,51.2170023
True,0.0,POINT (6.7813674 51.2481277),,,3,6.7813674,51.2481277
False,29.0,POINT (6.8177365 51.244199),,,3,6.8177365000000005,51.244199
False,27.0,POINT (6.8137854 51.2488108),,,3,6.8137854,51.248810799999994
True,1.6666666666666667,POINT (6.7783253 51.2173959),,,3,6.7783253,51.2173959
True,0.3333333333333333,POINT (6.7812485 51.1989215),,,3,6.7812485,51.198921500000004
True,1.0,POINT (6.7737253 51.2237223),,,4,6.7737253,51.2237223
True,0.6666666666666666,POINT (6.7826203 51.2108335),,,3,6.7826203,51.2108335
True,1.0,POINT (6.7731867 51.2311649),,,3,6.7731867,51.231164899999996
True,0.3333333333333333,POINT (6.7747764 51.2503949),,,3,6.774776400000001,51.250394899999996
True,13.333333333333336,POINT (6.8014759 51.215315),,,3,6.801475900000001,51.215315000000004
True,11.333333333333336,POINT (6.7997172 51.2474914),,,3,6.799717200000001,51.2474914
False,20.0,POINT (6.8082741 51.2019851),,,4,6.808274099999999,51.2019851
True,3.333333333333333,POINT (6.7910551 51.2291242),,,3,6.7910550999999995,51.2291242
True,1.3333333333333333,POINT (6.7831464 51.2067777),crossing,,3,6.783146400000001,51.2067777
False,17.333333333333332,POINT (6.7546261 51.2305646),,,3,6.7546261,51.2305646
True,14.0,POINT (6.8023711 51.2017764),,,3,6.802371099999999,51.2017764
False,30.33333333333333,POINT (6.8153708 51.2197966),,,3,6.8153708,51.2197966
True,1.3333333333333333,POINT (6.7753976 51.213512),,,3,6.7753976,51.213512
False,29.33333333333333,POINT (6.8149348 51.219674),,,4,6.8149348,51.219674
True,1.3333333333333333,POINT (6.7911964 51.2057016),,,3,6.7911964000000005,51.2057016
False,21.33333333333333,POINT (6.8088236 51.2478569),,,3,6.808823599999999,51.247856899999995
True,1.3333333333333333,POINT (6.7787414 51.23719),,,3,6.7787414,51.237190000000005
True,0.6666666666666666,POINT (6.7809921 51.2016641),,,4,6.780992100000001,51.2016641
True,2.6666666666666665,POINT (6.7830239 51.2266015),,,4,6.7830239,51.2266015
True,0.6666666666666666,POINT (6.7813471 51.223005),crossing,,5,6.781347099999999,51.223005
True,1.3333333333333333,POINT (6.7840967 51.2132401),,,4,6.7840967,51.2132401
False,33.666666666666664,POINT (6.7424586 51.2352916),,,1,6.7424586,51.235291600000004
False,28.0,POINT (6.7442665 51.2298615),,,3,6.744266499999999,51.2298615
False,24.0,POINT (6.8094506 51.2003284),,,3,6.809450599999999,51.2003284
False,32.0,POINT (6.8186411 51.2360393),,,3,6.818641099999999,51.2360393
True,12.333333333333336,POINT (6.7980935 51.2313662),,,3,6.798093499999999,51.231366200000004
True,1.6666666666666667,POINT (6.7914778 51.2286305),,,3,6.791477799999999,51.2286305
False,20.666666666666668,POINT (6.8087378 51.2479058),,,3,6.808737799999999,51.2479058
False,25.66666666666667,POINT (6.7510686 51.2350207),,,3,6.7510686,51.23502070000001
True,12.0,POINT (6.7591852 51.2119569),,,3,6.7591852,51.2119569
False,26.33333333333333,POINT (6.751093 51.1984243),,,3,6.751092999999999,51.1984243
True,1.0,POINT (6.7747307 51.2275258),,,3,6.7747307,51.227525799999995
True,8.333333333333334,POINT (6.763473 51.2314444),,,3,6.763472999999999,51.231444399999994
True,0.3333333333333333,POINT (6.7887335 51.2384772),,,3,6.7887335,51.238477200000005
False,16.333333333333332,POINT (6.803802 51.2197254),,,4,6.803802,51.219725399999994
True,2.6666666666666665,POINT (6.7767679 51.2259873),,,3,6.7767679,51.22598729999999
False,45.66666666666666,POINT (6.7359284 51.242812),,,3,6.7359284,51.242812
True,1.0,POINT (6.775811 51.233404),,,3,6.775811,51.233404
False,18.33333333333333,POINT (6.7640653 51.2266177),,,3,6.7640652999999995,51.226617700000006
True,1.3333333333333333,POINT (6.7715573 51.2230057),,,5,6.7715573000000004,51.2230057
False,41.333333333333336,POINT (6.8191416 51.203123),,,1,6.8191416,51.203123
False,32.0,POINT (6.8183848 51.2360288),,,3,6.8183848,51.23602879999999
True,12.333333333333336,POINT (6.8004509 51.2016099),,,3,6.8004509,51.2016099
True,11.0,POINT (6.7617345 51.2171937),,,4,6.7617345,51.2171937
False,45.33333333333334,POINT (6.7376306 51.2417528),crossing,,4,6.737630599999999,51.2417528
True,15.0,POINT (6.803013 51.203034),,,4,6.803013000000001,51.203034
True,8.666666666666666,POINT (6.7966657 51.2064952),,,4,6.796665700000001,51.206495200000006
False,34.333333333333336,POINT (6.7425862 51.2353544),,,3,6.742586200000001,51.2353544
True,6.333333333333332,POINT (6.7674843 51.2171136),,,3,6.7674843,51.2171136
True,7.666666666666668,POINT (6.796104 51.2470755),,,3,6.796104,51.2470755
False,25.0,POINT (6.8128765 51.2223154),,,4,6.8128765,51.2223154
False,37.0,POINT (6.7340394 51.211004),,,3,6.7340394,51.211003999999996
False,25.0,POINT (6.7566973 51.2111675),,,1,6.7566973,51.2111675
False,47.66666666666666,POINT (6.7332574 51.2457732),,,1,6.733257400000001,51.2457732
False,16.0,POINT (6.7551514 51.2002756),,,3,6.755151400000001,51.2002756
False,20.666666666666668,POINT (6.7966282 51.2512758),,,3,6.796628200000001,51.251275799999995
False,20.33333333333333,POINT (6.8092313 51.2053134),,,3,6.8092312999999995,51.205313399999994
False,36.0,POINT (6.8153095 51.2385571),,,1,6.8153095,51.2385571
True,0.3333333333333333,POINT (6.7853423 51.2500782),,,3,6.7853423,51.2500782
True,1.0,POINT (6.7790182 51.2430492),,,3,6.7790182,51.2430492
True,1.6666666666666667,POINT (6.7913775 51.2429613),,,3,6.791377499999999,51.2429613
True,8.0,POINT (6.7976741 51.2124946),crossing,,4,6.797674099999999,51.2124946
True,1.3333333333333333,POINT (6.7878435 51.2449193),,,1,6.7878435,51.2449193
True,0.6666666666666666,POINT (6.7900067 51.1991216),,,3,6.790006699999999,51.1991216
True,3.333333333333333,POINT (6.7928439 51.2170052),,,3,6.7928439,51.2170052
True,1.0,POINT (6.7752083 51.2461253),,,1,6.7752083,51.246125299999996
False,29.66666666666667,POINT (6.7539963 51.2390037),,,3,6.753996300000001,51.2390037
True,0.6666666666666666,POINT (6.7828065 51.2155784),traffic_signals,,4,6.7828065,51.2155784
True,5.0,POINT (6.7696578 51.2236703),,,1,6.769657799999999,51.223670299999995
False,44.66666666666666,POINT (6.7384377 51.24449),,,3,6.7384377,51.24449
True,14.333333333333336,POINT (6.802133 51.2040737),,,3,6.802133,51.2040737
False,42.333333333333336,POINT (6.7363612 51.2234075),,,1,6.736361200000001,51.2234075
True,12.333333333333336,POINT (6.7607544 51.205031),,,1,6.760754400000001,51.205031
False,20.33333333333333,POINT (6.8068953 51.2189817),,,4,6.806895299999999,51.2189817
False,18.0,POINT (6.7518554 51.2314484),,,3,6.7518554,51.2314484
True,12.0,POINT (6.8019668 51.2165664),,,4,6.801966800000001,51.2165664
True,11.0,POINT (6.7627636 51.2038232),,,3,6.7627635999999995,51.2038232
True,0.0,POINT (6.7819221 51.2201923),,,3,6.781922099999999,51.220192299999994
False,28.0,POINT (6.8064628 51.2520047),,,3,6.806462799999999,51.2520047
False,41.0,POINT (6.7340448 51.2083397),,,3,6.7340448,51.2083397
True,0.6666666666666666,POINT (6.790355 51.2497863),,,3,6.790355,51.2497863
False,28.66666666666667,POINT (6.8159719 51.2214962),,,3,6.8159719,51.221496200000004
True,11.333333333333336,POINT (6.8012481 51.2168089),,,3,6.8012481,51.2168089
False,22.66666666666667,POINT (6.8085183 51.2002019),,,3,6.8085183,51.200201899999996
True,2.333333333333333,POINT (6.7920718 51.2464712),,,3,6.7920717999999995,51.24647120000001
True,2.333333333333333,POINT (6.7799429 51.2163356),,,1,6.7799429,51.2163356
True,0.0,POINT (6.7875989 51.2209195),,,1,6.7875989,51.2209195
False,16.333333333333332,POINT (6.8037292 51.2195684),,,5,6.8037292,51.2195684
False,38.66666666666666,POINT (6.7386023 51.201552),,,3,6.7386023,51.201552
False,45.33333333333334,POINT (6.7355193 51.2387239),,,4,6.7355193,51.238723900000004
True,7.666666666666668,POINT (6.7668773 51.2201526),,,3,6.7668773,51.2201526
False,28.0,POINT (6.8122145 51.2395745),,,5,6.8122145000000005,51.239574499999996
True,13.333333333333336,POINT (6.7623435 51.2490429),,,3,6.7623435,51.2490429
False,30.33333333333333,POINT (6.8109502 51.2517279),,,3,6.810950200000001,51.2517279
False,17.666666666666668,POINT (6.8002729 51.2505772),,,3,6.8002729,51.2505772
False,23.0,POINT (6.8106544 51.2137118),,,3,6.810654400000001,51.2137118
False,28.33333333333333,POINT (6.7447319 51.1985903),,,3,6.744731900000001,51.1985903
True,0.0,POINT (6.7820742 51.2425201),,,3,6.7820742,51.2425201
True,7.0,POINT (6.7655081 51.2065981),,,3,6.765508099999999,51.2065981
True,1.3333333333333333,POINT (6.7762247 51.2097696),,,3,6.7762247,51.2097696
True,9.333333333333334,POINT (6.7630668 51.2154585),bus_stop,4.0,3,6.763066800000001,51.215458500000004
True,10.0,POINT (6.7683461 51.2486581),,,3,6.7683461,51.2486581
False,33.666666666666664,POINT (6.8145363 51.2139632),,,1,6.814536299999999,51.2139632
False,24.0,POINT (6.7482367 51.2310627),,,1,6.7482367,51.2310627
True,1.0,POINT (6.780133 51.2447426),,,3,6.780133,51.2447426
False,33.666666666666664,POINT (6.7366958 51.2313835),,,3,6.7366958,51.2313835
False,19.0,POINT (6.7526226 51.2309531),,,3,6.7526226,51.2309531
False,22.33333333333333,POINT (6.8095044 51.2340935),,,3,6.809504400000001,51.2340935
True,3.0,POINT (6.7771521 51.2362161),,,3,6.7771520999999995,51.2362161
False,31.33333333333333,POINT (6.8178174 51.2289938),,,4,6.8178174,51.2289938
False,31.0,POINT (6.8186929 51.235726),,,3,6.8186929,51.235726
True,3.6666666666666665,POINT (6.7935472 51.2215581),,,4,6.793547200000001,51.2215581
False,33.0,POINT (6.8191361 51.2460239),,,3,6.819136099999999,51.2460239
True,1.3333333333333333,POINT (6.7768346 51.2370207),crossing,,3,6.776834599999999,51.2370207
