y,x,street_count,highway,ref,geometry,avg_minutes,15_minutes
51.2269454,6.8127355,1,,,POINT (6.8127355 51.2269454),24.333333333333332,False
51.2210848,6.8046239,1,,,POINT (6.8046239 51.2210848),22.333333333333332,False
51.2094614,6.7977954,3,,,POINT (6.7977954 51.2094614),12.666666666666666,True
51.2319744,6.7792078,3,,,POINT (6.7792078 51.2319744),2.3333333333333335,True
51.2236677,6.7964237,5,traffic_signals,,POINT (6.7964237 51.2236677),7.0,True
51.2039213,6.8182114,1,,,POINT (6.8182114 51.2039213),39.666666666666664,False
51.2189102,6.782384,3,crossing,,POINT (6.782384 51.2189102),0.3333333333333333,True
51.2460372,6.7360912,3,,,POINT (6.7360912 51.2460372),43.333333333333336,False
51.2457831,6.8016869,3,crossing,,POINT (6.8016869 51.2457831),15.0,True
51.2197572,6.7802575,3,,,POINT (6.7802575 51.2197572),0.6666666666666666,True
51.2441865,6.7905925,3,,,POINT (6.7905925 51.2441865),0.0,True
51.2090391,6.8069865,3,,,POINT (6.8069865 51.2090391),19.666666666666668,False
51.2358716,6.7815364,3,,,POINT (6.7815364 51.2358716),0.0,True
51.243561,6.7441313,3,,,POINT (6.7441313 51.243561),36.333333333333336,False
51.2131726,6.7840935,1,,,POINT (6.7840935 51.2131726),1.3333333333333333,True
51.23757,6.7985353,3,,,POINT (6.7985353 51.23757),9.333333333333334,True
51.2150429,6.7911061,1,,,POINT (6.7911061 51.2150429),4.666666666666667,True
51.198958,6.7955701,3,,,POINT (6.7955701 51.198958),14.0,True
51.2030784,6.7956277,3,,,POINT (6.7956277 51.2030784),8.0,True
51.2141639,6.7855079,3,,,POINT (6.7855079 51.2141639),0.0,True
51.2109045,6.7850236,3,,,POINT (6.7850236 51.2109045),0.3333333333333333,True
51.202659,6.7628312,1,,,POINT (6.7628312 51.202659),9.333333333333334,True
51.2002999,6.796098,3,,,POINT (6.796098 51.2002999),11.0,True
51.2419411,6.7448309,3,,,POINT (6.7448309 51.2419411),37.333333333333336,False
51.2368619,6.7562354,3,,,POINT (6.7562354 51.2368619),23.666666666666668,False
51.1987173,6.8119207,1,,,POINT (6.8119207 51.1987173),29.333333333333332,False
51.2045064,6.7658352,4,,,POINT (6.7658352 51.2045064),7.0,True
